date,fund_id,monthly_return,name,strategy,aum_mm,inception_date,mgmt_fee_pct,redemption_freq,lockup_months,notice_days,notes
2024-11-01,MS,-0.007683,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2024-12-01,MS,0.014644,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-01-01,MS,0.007113,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-02-01,MS,0.01117,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-03-01,MS,0.022298,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-04-01,MS,-0.023788,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-05-01,MS,-0.015246,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-06-01,MS,0.002634,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-07-01,MS,0.003358,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-08-01,MS,0.011018,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-09-01,MS,-0.02064,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-10-01,MS,0.005043,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-11-01,MS,0.02442,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2025-12-01,MS,0.009575,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2026-01-01,MS,0.015748,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2026-02-01,MS,-0.004036,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2026-03-01,MS,-0.04105,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2026-04-01,MS,-0.01418,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2026-05-01,MS,-0.018066,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2026-06-01,MS,0.04098,Manhattan Multi-Strategy,Multi-Strategy,900,2012-04-01,2.0,Quarterly,12,45,"Multi-PM platform, tight risk."
2023-07-01,VEN,0.065018,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2023-08-01,VEN,0.033441,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2023-09-01,VEN,0.206508,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2023-10-01,VEN,0.03769,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2023-11-01,VEN,0.043254,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2023-12-01,VEN,-0.030987,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-01-01,VEN,0.011346,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-02-01,VEN,0.139343,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-03-01,VEN,0.092809,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-04-01,VEN,-0.068075,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-05-01,VEN,-0.003383,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-06-01,VEN,0.084024,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-07-01,VEN,0.084785,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-08-01,VEN,-0.065231,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-09-01,VEN,-0.154036,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-10-01,VEN,-0.144276,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-11-01,VEN,0.01691,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2024-12-01,VEN,0.058107,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-01-01,VEN,0.0336,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-02-01,VEN,-0.039287,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-03-01,VEN,-0.040717,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-04-01,VEN,-0.169051,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-05-01,VEN,0.018304,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-06-01,VEN,0.053263,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-07-01,VEN,0.106152,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-08-01,VEN,0.048902,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-09-01,VEN,0.015009,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-10-01,VEN,0.102208,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-11-01,VEN,0.034702,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2025-12-01,VEN,-0.073536,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2026-01-01,VEN,0.002979,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2026-02-01,VEN,-0.085227,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2026-03-01,VEN,-0.224852,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2026-04-01,VEN,-0.004,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2026-05-01,VEN,-0.010897,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2026-06-01,VEN,0.024943,SoHo Venture I,Venture,180,2019-02-01,2.5,Illiquid,60,90,"Early-stage; illiquid, quarterly marks."
2023-07-01,RA,-0.012822,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2023-08-01,RA,0.008502,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2023-09-01,RA,0.036235,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2023-10-01,RA,0.013642,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2023-11-01,RA,-0.008475,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2023-12-01,RA,-0.028643,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-01-01,RA,0.006491,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-02-01,RA,-0.025504,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-03-01,RA,-0.002034,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-04-01,RA,0.006188,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-05-01,RA,0.04343,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-06-01,RA,0.037978,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-07-01,RA,0.032945,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-08-01,RA,-0.009367,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-09-01,RA,0.006831,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-10-01,RA,-0.033086,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-11-01,RA,0.012965,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2024-12-01,RA,0.029474,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-01-01,RA,-0.011366,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-02-01,RA,0.041952,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-03-01,RA,0.021926,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-04-01,RA,-0.054277,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-05-01,RA,0.010241,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-06-01,RA,0.001872,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-07-01,RA,0.015218,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-08-01,RA,0.009467,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-09-01,RA,0.016295,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-10-01,RA,-0.034032,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-11-01,RA,-0.009205,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2025-12-01,RA,0.003824,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2026-01-01,RA,0.037095,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2026-02-01,RA,0.021017,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2026-03-01,RA,0.004094,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2026-04-01,RA,-0.045904,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2026-05-01,RA,0.006426,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2026-06-01,RA,-0.0231,Battery Real Assets,Real Assets,350,2017-08-01,1.5,Annual,36,90,Infra + real estate.
2023-07-01,DA,0.181315,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2023-08-01,DA,0.030132,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2023-09-01,DA,-0.11994,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2023-10-01,DA,0.270596,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2023-11-01,DA,0.075547,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2023-12-01,DA,-0.277283,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-01-01,DA,0.061827,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-02-01,DA,-0.083262,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-03-01,DA,0.012127,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-04-01,DA,-0.033314,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-05-01,DA,0.175228,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-06-01,DA,-0.082129,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-07-01,DA,0.081973,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-08-01,DA,0.217128,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-09-01,DA,-0.119235,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-10-01,DA,-0.02002,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-11-01,DA,0.047123,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2024-12-01,DA,0.006531,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-01-01,DA,0.085118,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-02-01,DA,0.016534,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-03-01,DA,-0.063499,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-04-01,DA,0.12693,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-05-01,DA,0.081815,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-06-01,DA,0.019698,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-07-01,DA,-0.01127,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-08-01,DA,-0.087674,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-09-01,DA,0.16734,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-10-01,DA,0.008891,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-11-01,DA,0.104384,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2025-12-01,DA,-0.068804,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2026-01-01,DA,0.110091,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2026-02-01,DA,-0.082942,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2026-03-01,DA,-0.045853,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2026-04-01,DA,-0.041325,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2026-05-01,DA,0.053401,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
2026-06-01,DA,0.132867,Chelsea Digital Assets,Digital Assets,120,2020-10-01,2.0,Daily,0,5,Liquid crypto; very high vol.
,MAC,0.01,Gotham Global Macro,Global Macro,610,2014-09-01,2.0,Monthly,0,15,Discretionary rates + FX.
2026-06-01,MN,,Empire Market Neutral,Market Neutral,300,2018-01-01,1.25,Monthly,0,30,Beta-neutral quant equity.
not-a-date,ED,,Liberty Event-Driven,Event-Driven,275,2015-06-01,1.75,Quarterly,12,45,Merger arb + special situations.
